siteid,projectid,PIDHASH,hash1,hash2,hash3,hash4,hash5,hash6,hash7,hash8,hash9,hash10,exclusion
1,Linkja Project,CDB1C998B5A5FFD7754ECE3840381B38A68F20A3BABA855DE80A9FC131E09D4ACBB615A32FF33EE4DCFB7AEBE302640F34F9E9366179CB77119E74C448E85754,,91D1E3D807E2E1230C8A983693EEE23EAAA19AE0FCB6A44B8728C5198805773C616FB453D060DEC35616183879FD8A4DFB8C6826628C6333CD425896C6C2DCAB,,898612FF4906227DBD1365EF20AD016E0F04893A29C715F76507EC5DACCBECD8E9748D51CD6661399F9EC770C96CAEFC92CA6B88F6391AEB7ECDBF73B33BF171,,9AF39D2A74E22ED09354AD86D1621F7AA0C35ED40D153F4486C5CF39B6F77E2843A7AE3FDF51FF1383CCEEED2B62C17BD799DA88661805056520F2E9160AFA86,,2C5D468C71B374032925014E3F766929DFFA099493986A4A2F99485CA29327B22CD9F7F7E3D3984467E3D80536C9B48413D6C980FFE6817041E449FEC5C47148,,,0
1,Linkja Project,4E208FD0154A282FFB0141C1F82BFFE8C82F3F4404FFC10038FB05E374339DE1A2F0DFDC1BDF6450C15ABA15368DA6B9BA3108C6AF3D04C80D81D82D79122ED2,94B643CF988E90A307E1ECB44C91A8117B36F4F1F4F577DA12B2A874E22324A8EFA79914FD5D84BA20EF2BA2B7E6992FBFF19533D414540A146E1F537A2617FC,79D14B8ABC53B2A8FBE6609DB9D8BF5DA276913BB9996DFC0951329C46752CFBF01155DD83E522D7FA52933E6B6DD1340AB0F985433C80AAFB40F678CEE9E54A,D9705935DD942C3DE55D14EDEBCCD8CDFCDB2BE6A5FF575A4BB94CD41E3C0E98F1CB59676474F9E3EA2D0A3539E739945B87EC1326CCD18E1C2A637B342880ED,48DD217204312F15868F6F90EB35BEE5A50BEBEE1268C4F62B621617658AFAC2174D1E6AD888C1F5194FE4DBD0D7BA3F4670009816A8E60F2C1CB4374B04FBD4,94B643CF988E90A307E1ECB44C91A8117B36F4F1F4F577DA12B2A874E22324A8EFA79914FD5D84BA20EF2BA2B7E6992FBFF19533D414540A146E1F537A2617FC,79D14B8ABC53B2A8FBE6609DB9D8BF5DA276913BB9996DFC0951329C46752CFBF01155DD83E522D7FA52933E6B6DD1340AB0F985433C80AAFB40F678CEE9E54A,63CBF73077C05F4495DF36779A64D0E02E7B22523CD7E2E2B88579FB1F2D14ACC0CFB562C7F4FC3C3D6444EE1E3D1E2E8C6BC6C7BFBE36DF0D375FACACA1C2BF,D81AEB48F4ECD0266ABA4A0894630C93FD7318B9D41832E9AB3D56B8792EF659FB01E4B1C7A20B330BB4349AF43F32B765D161B3D8D42BE02CBA91B55E714AB8,5C6157C8486FFA7D34DBB998981478A467F84F8FF538086CDBA6B82A3A8186BE4D25CD7E3D4EB53E011B4692EF239F9CC74D07830FBE56806765EC38692A781C,8F802B9FA40186B37C29A1A55F3A40BD0771FB4B6A329FF21890226A8C4167579A8476F8F1149A72EB19853FA1F74D8F95FD64AA5ADF3AB51414A78707F70907,0
1,Linkja Project,520A4D37C543AA07F3272B60F63393FF5631D4B3AD35748F0C61ED8924241C2E7EA8433AA0A4809F3619930A966F0D92391AE360F67F0C08FF01EE50C07C82E3,,B41BEB6A7CECC4ECF66334849B740F7D003B16E286257DF94C7FDDF72AA3442D8B8CF2C2D72127A15322C74BB852557A9EA2A1207556F4E4530D4A784623008F,,E4BED5BC6B473FE44C81A3C1B1781432547076B02C2B962B54AB3A84D3756ABF7946FB598F9716110BC412C69F4852C345B7D1BED57DB9E0E55DA4C6A312DF02,,E29894E9FB2ECABCFFEA2D1C66BC697A163BD048D7ACEF0988F0B80AEF27B0EF8E529DE461B39D18411FE9C51E912A8BF9E20883496A209CE0383FA5312BCD54,,57D5BE5F7EBF96F4446A794D6C7E8723A6493F5534BC93D221780392198617120E1473B272FAA3C06D30CECE9DD44A6E146037A4027BB6B3EFE27D3C05B8C035,,,0
1,Linkja Project,D93D208EC5B00D653EA500BD88F9E02B27E04138037B1274E211B09E03D5D3DF008EDDF25557C47E81F50FD949AD304B1C31C3EB9228F023EA0CBE3E1421FDAF,,978BC78E5F1C32C5302D769752FAFCA1CEF97FF1817802E8900E7F756E6229681C4FC227DC2A0266BD18FE3B9E8154D613A5CFFA2E7E1DB997B9CB559F57C189,,DC5677E62F05473924292D3CCA216E4FDD91CF509073A819C2D05212635256259F1E35EDA3AE32AB14424E9B6A25FC5CF8F59688A561DBD6BC70C9D70DD5DD7B,,A66522D02DD83BD07992F534DA9300AC9226278E319D1F74DDC3E657906BAD655D5C9480BB282F7470EB0255930B50F887D5AF6B388109A8C0720A8460A6E535,,099C9FFC04F8C60054B6EE589568D6858BD68FA2AC06E4E7D2B9A1D4911A513D6BFF9C2E083F013DCCF4A9AF53AFB07B0A283BA4C081E1E4B7AF9289E8BF0002,,,0
1,Linkja Project,A545680D371AF063497289082A8978B80EFD0323DB75B9DBF61F1BA13CFF633BB8E24D3E1D8998AADFA65A80CC2642E6DA34AE7E9FA77BF02CC9CB73FA158CEC,,A981880E3CACD029F6CCE776637DB6D59DD79D8A08F0CF89E434F031E217F6C383826D3641EE9ADE8E9F2E6BAC8AC294B55326E8BFD075408FF39C0CB2F2081C,,8440435A6B0C5F73613A2FD58E370D7160FA529B605CA64448DD75E638BAEC6F23089B9D01EDFEE33100BC4A72FE36CD3344F49592737537E53A80142C805D3E,,155352E34FDBAE0CD226952C501B4EAB317F4EA22EFD54EE8138DE2CD233F39C92B7849F202DCC56EFF6EA9302741980B38FE0AFA3FCA366F56F02AED4B68884,,60EAFCD0B32BB8473507101B7EEDECD3AF676E7387C1CB15293B1ACFD1B7CCD42B4415F5F255BEC32065BCD5B94A44F207567EC4182B52C8BA3ED313ABFE0CAA,,,0
1,Linkja Project,8A7DCC4E944BC45A662D48029DAA3CA00ABD14C9E31193649BE216C35EFA20689275B6B39AF8FF57253A94267BEC8017BF6F9D28C9586CB4C1BA46874856AB5C,,C769FB6D7107DBC4C3BAD4EA5E905B14289739A17377F8D3B5374D5A8379259EE66EBE1E7FB0F4DAEC893AED51B4C33F56C9CC4B89E821494F2EE80FBE0F1B93,,8A7C6E03AF6CDC1D424217787A9774390AAF1699EC0DAD7C9CFE3C0DAC453E418921A791BAF10D868B5FEA43A415045F51ED95BE07D3FC016B048EB08752810C,,1191B4383C0EB652F613551A13FA9B3D8471F54FA8865388FC1BA48EE485A8E6884B7CF648564916EA2FF666A8C9B8C93F7DDAC9B7128260B912E3F6433EF5C9,,FE03BF00B640837CA3E4C0A031136719026655BFF2E053735062A3160437ADAF6A96D68984ED88851C659C577689000272318090CBEE3571271B94A77186C3A9,,,0
1,Linkja Project,A4171CEE2C83371A7A824725F3056C305A35F9C85BFD6C733FA3F361B58521391B61AF69538AAE755F77D6EF0CFD6D8C11A5FA80F3FCDDE72DC8CE62BF6A001A,,2618201C11E4ABC73F5A38E492A8642898B61941671B7E499A7DEF11EF6F2C8076FE70F84AFFCF346AD0285424925EEA7EFE747DBC6E453BDFF7E80A274D9367,,C58D7E0B7BE0209C78E130823906C97F45757999F285F472C45259C9DA9AF6103ACA9983EE4B2014FD3C6A69A3B8BC942B53B62F23757B7BAAE8CEBEE2A9F390,,4F8E26C0AF8E09AB84F6336CDE077E9F07C15E4682F36EFB50D3D98793B3FF35AB6C6D4B35B1AD7B196AEC6F884AEA10BFB85AB7E340E079DD0973C70294D489,,C6C836EBF97694DDF76955299C7CD2C7DBBDFD678E583F06236D270AABAF612D7CA52486A62AFAEF8E7E53A8FFF624B4D88F8F2AA04689954EAE705690CFDBC1,,,0
1,Linkja Project,7F9AE22624AB224861EF79F240FB76C87F4C4D53C9FCC6E590B94FA9B76E2585E6765C3739086B8859E3F724DF420E61A2D54D6252EDA42E4B674970710239F4,,F037865F37658FCC45DA4BC15ADFFE9431573AFA583CCED6682126C5BB40A4DBB4425696B2C77D3B431C99F56D8D5D9941DFDCC6FDE32E498D7ECE84B4E92E7F,,651C9B2C3B5FE59CADB2DF6BBDF9480AEACFA39DB621C8B5400E84232945435311757CF0075FB4558FAAAA838779A346CA5363061E30A6138740AE6B8FD26C95,,DE6334D0A19402DFFFF4B2ACC2475DA8A62EBFAFE5DB59C0E335DB5F1DCA65304AB731B8BDBD3877BA13ACC6E94709407C2DB19AE6CCDB69000066A288436497,,09718F16966CEB7B8E73DFD8A57023AFF596366827E2629D78513027CE9445237BE74B7B20CA3D34752CE15621E4107DC9CC39316D51010D9BC24691392FBC4B,,,0
1,Linkja Project,EE16C2AF14A1530ABAACCC547A716FEA9C0337913FF3703F8D93AC8D362ECE07C5520BA09825A8B9EECDE3F6A74A865AB6CF0266DE59C45349D6EFE0FE51CBA5,,0CE88EF3CE18A1F23531494A52482D3E07CDC076CDA0C8A5CCD6EF48BF5282E546856FE6B4A00D136DC2923B7EC5B541AA9E12B4290B39CDDE063CCD32F1EB3A,,0E7C015A04D58411528178CC880DC8EBFB89CE12129703759F953057553AA0CDD8268D83858EA74F499C11EE65CED1979C968535D53C6777EA97F15BA523C1CD,,A7E0EB95DA655F1744E112FA5149A023F2277A2E861A1623378D611A21E8A048387B235D6EF137F54D119A4B311DE2FEB94948746E42FA0543FB60834BDB40FB,,3BEAA3648F8DE2B0DA0C71E28FBEABFF9BF02FE53FE4A53AD4254299237700A6DA62D39D70B56AF8DD8C4556F79442DE4132236CDE3B80686032DCB7A327C0A5,,,0
1,Linkja Project,0485A43DF5273F515C8A7475D0B5B7A7DC05CD3A23D5998187FABAB7C69A1FB41557F16CC916883011C08E434CAA26ABA662E126728E79F21927C827949691D8,,99C456A797AF77B4708BF54630E721681BA2865D219210DCEF9D5A1DFB686C1722EB60D1AE0685231D4E728F339986C779D79531B614CD7F2B8312B17ED74297,,97EF02956FC1011495585824DA707CB54723E14A0163226C04CE7AF7CE772D4AC9D9FA0C0082FEEEF01C9CDE0A24142020B1DEFD754CC861820B1DFE4DF7D9DA,,E376CBFC32AC43C0598C7CF351FD4114DC0A2C2A547199729D971C31318BCB72AA97CBCF232E1CB4B425AC95B5C5C32E97851D81F994A8F8CC440AC98E0FE588,,C712344E0299D5891B3536AB39AD4FF6789431FC57CBC8D6F46018C081F3AD9373966E89A241CB9EE54A9C6CDE190B8AA947921B3DE4EF62FA9BE7DCB8A8D53C,,,0
1,Linkja Project,0485A43DF5273F515C8A7475D0B5B7A7DC05CD3A23D5998187FABAB7C69A1FB41557F16CC916883011C08E434CAA26ABA662E126728E79F21927C827949691D8,,70D15CB2C9A6DD857A1F7CEA8F5B032B19E9F392706B371B041E3487A03E77A78810ECF8392AAA11BACEA8FB4B4EB46C7AF0160E08C9F35C36C5F6F5FCD4B04E,,A5FD279DCEE27B66C68DE7C5050D6FC7F52CE236A26BCF60C4672B75E02169769541F2F9203D322164E11D70A0EC2DA281EDD0DEEEB4FBAC537F214A07726054,,A15D9E83E1F474419C132EB4A6F8DEA523AA66E6907942231DAC4DAAB2E6174CE0D7B8748DE7213D080E19508D1F046080BC69B1A8F1E91A340BC74D4D67D940,,,,,0
1,Linkja Project,0485A43DF5273F515C8A7475D0B5B7A7DC05CD3A23D5998187FABAB7C69A1FB41557F16CC916883011C08E434CAA26ABA662E126728E79F21927C827949691D8,,EE70C47A3A75D23026A488B88DCEF5AD210A73E6D501E01336A511DFE17391B93F61B75F0C9CB37B0610246BBB00461385E8B620888103E0E6868CCE1E97168C,,A4085C767D587699431FA46E70AFD2ED092ED76EE51626BE6706E52EC6D24D4BE824EE4382E7CB632EF936D7C34F4E42FFDAF5FC5CC3C8864EA0469463E70EB2,,67E4B2D198AAD1EA4FC9AF9D8F43963800ECC55F1C0C71EECB7FDF4D7BCDBE410E4C72C396370D0F6D245B1FEA894EB08326A6F86D03383BCE421A12B1FB1429,,,,,0
1,Linkja Project,3B98B72F6E1890FA957EEAD78077CE30C7FA30F39ED2F60E6E2DDD2F24DD25B43CDD51D13A7B5685DAA00805926B10C184EE92BF5ACC82CB8AA92CB23CF92816,,4980B724E949027D5B2EED542A4D793D94369CC8E7624C2C438A612B4801299092454642D50D9B87657C7DBF97425AC2EA63DD092D2DD2D8416ECE4169EBB2B0,,4A1F722B199CFB339B6702C68513B40FDEB3F04EFFF01B0CBAE7DDD3F481610155A4D51F2A3D0EC726711CF11112CF80911A57D1C2187BCCAD4C9D71362CB52E,,9F86D139017836E60A4D399B325911E65BB5D5FD991A6FB3B0996F06A5650362984AD511571484BB8139A95DBA41979AEAC4662D280B9022F9361EDC45C681F2,,B1401EBE37218407C38425DC4EF2AF1A61AB3635ACEE36E1916AF555860FDC6A948F462CFCC054199A24670D65FEABEB24818D4B32B57C32F173614C920B0A0B,,,0
